Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,Release Year,YT_Likes,YT_Views
Charlie Puth,One Call Away,71.0,0.667,0.613,1.0,-5.353,1,0.0344,0.403,,0.115,0.47,91.024,194453.0,4,9,2015,"6,042,733","975,631,232"
Harry Styles,Falling,86.0,0.567,0.267,4.0,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133.0,4,9,2019,"5,355,909","308,365,869"
Money Man,24 (feat. Lil Baby),75.0,0.868,0.638,2.0,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857.0,4,5,2020,"1,114,310","131,372,042"
Bruno Mars,Just The Way You Are,79.0,0.637,0.843,5.0,-5.413,1,0.0432,0.0151,,0.0876,0.434,109.012,220733.0,4,9,2010,"10,649,958","2,218,318,671"
Bad Wolves,Zombie,70.0,0.448,0.826,2.0,-3.244,0,0.0319,0.00756,,0.117,0.19,77.093,254805.0,4,10,2018,"1,407,929","133,338,318"
ElyOtto,SugarCrash!,86.0,0.748,0.734,,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081.0,4,9,2020,"1,363,987","55,994,716"
Clairo,Sofia,83.0,0.744,0.619,,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387.0,4,10,2019,"2,336,018","168,855,750"
Juice WRLD,Smile (with The Weeknd),78.0,0.694,0.685,6.0,-6.535,0,0.133,0.224,,0.124,0.306,158.831,196180.0,4,9,2020,"1,671,937","130,269,657"
Black Eyed Peas,GIRL LIKE ME,86.0,0.965,0.485,2.0,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,222523.0,4,9,2020,"5,811,346","791,895,421"
Joji,Yeah Right,80.0,0.672,0.588,1.0,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358.0,4,6,2018,"2,598,192","222,319,540"
YungManny,Clap For 'Em (feat. Flo Milli & Sada Baby),69.0,0.903,0.785,1.0,-4.709,1,0.322,0.0245,,0.0652,0.823,129.835,125580.0,4,9,2021,"19,492","1,198,045"
Alan Walker,On My Way,76.0,0.509,0.689,1.0,-4.929,0,0.102,0.0209,,0.301,0.297,170.087,193798.0,4,9,2019,"11,599,426","665,558,958"
Maroon 5,Girls Like You,,0.609,0.529,,-6.859,1,0.106,0.545,,0.127,0.474,60.349,235680.0,4,9,2017,"21,725,999","3,623,407,739"
SHAED,Trampoline,75.0,0.619,0.459,7.0,-5.782,0,0.0334,0.56,,0.137,0.498,126.803,184280.0,4,10,2018,"1,364,046","96,307,326"
American Authors,Best Day Of My Life,79.0,0.673,0.902,2.0,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,4,10,2013,"3,326,207","349,753,696"
Meghan Trainor,All About That Bass,73.0,0.807,0.887,9.0,-3.726,1,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,187920.0,4,9,2014,"10,672,692","2,725,121,387"
Guns N' Roses,Sweet Child O' Mine,81.0,0.454,0.91,6.0,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,5.90866667,4,10,1987,"11,222,080","2,007,460,784"
Olivia Rodrigo,favorite crime,92.0,0.369,0.272,9.0,-10.497,1,0.0364,0.866,,0.147,0.218,172.929,2.54445,4,9,2021,"2,303,100","168,012,952"
Shawn Mendes,Mercy,79.0,0.555,0.662,11.0,-4.952,0,0.0827,0.125,,0.111,0.356,148.128,208733.0,4,9,2016,"5,996,722","602,907,962"
Pop Smoke,Mood Swings (feat. Lil Tjay),84.0,0.48,0.602,10.0,-6.335,0,0.368,0.487,,0.0848,0.269,179.798,213333.0,4,5,2020,"5,578,060","654,629,596"
Panic! At The Disco,High Hopes,82.0,0.579,0.904,5.0,-2.729,1,0.0618,0.193,,0.064,0.681,82.014,190947.0,4,10,2018,"2,509,207","284,427,491"
Dua Lipa,Physical,72.0,0.647,0.844,,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,193829.0,4,9,2020,"4,489,378","570,687,048"
